id,lat,lon,name,shop_type,operator
6315390290,10.8193566,106.6990298,Unknown,supermarket,Unknown
6315390293,10.792129,106.6930053,Unknown,supermarket,Unknown
6315390422,10.8189017,106.6989915,Unknown,supermarket,Unknown
6315390444,10.7637656,106.6903151,Unknown,supermarket,Unknown
6315390447,10.7644991,106.6906971,Unknown,supermarket,Unknown
6315390485,10.7859857,106.6714069,Unknown,supermarket,Unknown
6315390492,10.7817458,106.670304,Unknown,supermarket,Unknown
6315395287,10.7658114,106.6907638,Unknown,supermarket,Unknown
6315671639,10.757121,106.6690352,Unknown,supermarket,Unknown
6315672391,10.7634408,106.6957358,Unknown,supermarket,Unknown
6315672407,10.7563284,106.6685596,Unknown,supermarket,Unknown
6315672408,10.756954,106.6694273,Unknown,supermarket,Unknown
6315672440,10.7605434,106.6815332,Unknown,supermarket,Unknown
6315672466,10.7856676,106.7023728,Unknown,supermarket,Unknown
6315672483,10.7852278,106.6988881,Unknown,supermarket,Unknown
6315672795,10.7686806,106.6967533,Unknown,supermarket,Unknown
6315672806,10.7544327,106.6615921,Unknown,supermarket,Unknown
6315672811,10.758085,106.6737931,Unknown,supermarket,Unknown
6315672844,10.782461,106.7022284,Unknown,supermarket,Unknown
6315672862,10.7700652,106.6820527,Unknown,supermarket,Unknown
6315672886,10.7680302,106.698549,Unknown,supermarket,Unknown
6315672928,10.7916005,106.6761072,Unknown,supermarket,Unknown
6315672931,10.7918196,106.6770997,Unknown,supermarket,Unknown
6315673290,10.7597325,106.679414,Unknown,supermarket,Unknown
6315673300,10.7686252,106.6989439,Unknown,supermarket,Unknown
6315673311,10.7914374,106.6764316,Unknown,supermarket,Unknown
6315676093,10.7732994,106.6849919,Unknown,supermarket,Unknown
6315676105,10.7916278,106.6755438,Unknown,supermarket,Unknown
6315679800,10.7923361,106.6779316,Unknown,supermarket,Unknown
6315683489,10.7749538,106.6642437,Unknown,supermarket,Unknown
6315683513,10.7917984,106.6746883,Unknown,supermarket,Unknown
6315684186,10.787936,106.6778758,Unknown,supermarket,Unknown
6315685086,10.7893359,106.6782189,Unknown,supermarket,Unknown
6315685096,10.7861978,106.6802251,Unknown,supermarket,Unknown
6315685294,10.7656939,106.6897877,Unknown,supermarket,Unknown
6315685295,10.7706222,106.7036914,Unknown,supermarket,Unknown
6315685985,10.7886612,106.6781504,Unknown,supermarket,Unknown
6315686293,10.7617773,106.6960949,Familymart,supermarket,Unknown
6315686295,10.7605084,106.6932442,Unknown,supermarket,Unknown
6315686487,10.7864111,106.6801482,Unknown,supermarket,Unknown
6315686506,10.7699632,106.6923622,Circle K,supermarket,Unknown
6315686804,10.7603861,106.6731486,Unknown,supermarket,Unknown
6315686994,10.760632,106.6929757,Unknown,supermarket,Unknown
6315686999,10.7675893,106.6947722,Unknown,supermarket,Unknown
6315687001,10.7593289,106.6715532,Siêu Thị CoopMart Hùng Vương,supermarket,Unknown
6315687018,10.7982471,106.6674906,Unknown,supermarket,Unknown
6315687789,10.7591603,106.6735498,Unknown,supermarket,Unknown
6315687799,10.7925143,106.6671054,Unknown,supermarket,Unknown
6315687806,10.7917974,106.6902381,Unknown,supermarket,Unknown
6315687817,10.7830575,106.6942504,Unknown,supermarket,Unknown
6315688299,10.8160349,106.6978509,Unknown,supermarket,Unknown
6315688492,10.7916367,106.6675247,Unknown,supermarket,Unknown
6315688599,10.8094585,106.6950542,Unknown,supermarket,Unknown
6315690599,10.8134216,106.697065,Unknown,supermarket,Unknown
6315691886,10.8130798,106.6967927,Unknown,supermarket,Unknown
6318125514,10.7724614,106.6950674,Unknown,supermarket,Unknown
6318163392,10.7676268,106.7001231,Unknown,supermarket,Unknown
6319103178,10.7645863,106.6967021,Unknown,supermarket,Unknown
6319103228,10.7687743,106.6992892,Unknown,supermarket,Unknown
6319111397,10.7645562,106.6972327,Unknown,supermarket,Unknown
6319111475,10.8892077,106.5837367,Unknown,supermarket,Unknown
6319120185,10.9739785,106.4774263,Unknown,supermarket,Unknown
6319120190,11.010502,106.4157833,Unknown,supermarket,Unknown
6340130547,10.7608529,106.7012374,Phụ kiện trang trí sinh nhật Ellie Party,supermarket,https://www.facebook.com/phukientrangtriellieparty/
6353660885,10.7723341,106.6963242,Unknown,supermarket,Unknown
6370262588,10.7953551,106.6621933,Bách Hoá Xanh,supermarket,Unknown
6373422186,10.7543965,106.7093305,Unknown,supermarket,Unknown
6389068969,10.7530815,106.7037383,Co.op Food,supermarket,Unknown
6442018087,10.7715103,106.6929293,Unknown,supermarket,Unknown
6712690785,10.751507,106.6013926,Co.op Food,supermarket,Unknown
6727930988,10.7321198,106.6158396,WinMart,supermarket,Unknown
6732749444,10.7502277,106.630915,Co.op Food,supermarket,Unknown
6735971883,10.7552318,106.6275944,Satra Foods,supermarket,Unknown
6769791510,10.7560618,106.7045993,Co.op Food,supermarket,Unknown
6770361990,10.7581725,106.7066203,Co.op Food,supermarket,Unknown
6770512756,10.7499951,106.6430674,Co.op Mart Hậu Giang,supermarket,Unknown
6770632001,10.7064325,106.6231231,Satra Foods,supermarket,Unknown
6783472668,10.7634465,106.7080325,Satra Foods,supermarket,Unknown
6783852977,10.753822,106.7055139,Satra Foods,supermarket,Unknown
6786068685,10.7555361,106.694199,Co.op Food - Nguyễn Khoái,supermarket,Unknown
6794354485,10.7946042,106.7215659,WinMart,supermarket,Unknown
6807433844,10.8014325,106.7479914,Siêu Thị Online Annam Gourmet,supermarket,Unknown
6965164241,10.7938895,106.7124906,Siêu Thị Vive Gourmet Food & Wine,supermarket,Unknown
7016156265,10.810612,106.7031555,Co.op Mart - Chu Văn An,supermarket,Unknown
7062421085,10.7783046,106.6651431,Unknown,supermarket,Unknown
7073950886,10.7374337,106.7255522,Big C,supermarket,Unknown
7078025375,10.796771,106.6866507,BambooBebe Việt Nam,supermarket,Công ty TNHH Gureumi
7078048746,10.7967542,106.6866392,Công ty TNHH Gureumi,supermarket,Công ty TNHH Gureumi
7211180988,10.8346792,106.6676863,WinMart,supermarket,Unknown
7224252399,10.7796852,106.6203496,Bách Hoá Xanh,supermarket,Unknown
7229244285,10.7680411,106.6180943,Bách Hoá Xanh,supermarket,Unknown
7229273985,10.7719197,106.6218613,Bách Hoá Xanh,supermarket,Unknown
7229398585,10.7725953,106.6140784,Bách Hoá Xanh,supermarket,Unknown
7229407436,10.7755893,106.6151222,Bách Hoá Xanh,supermarket,Unknown
7229679985,10.7676726,106.6134299,Bách Hoá Xanh,supermarket,Unknown
7229699885,10.7749137,106.6172651,Bách Hoá Xanh,supermarket,Unknown
7229709585,10.7876284,106.6151599,Bách Hoá Xanh,supermarket,Unknown
7230049385,10.7857612,106.6129109,Bách Hoá Xanh,supermarket,Unknown
7243916386,10.7843036,106.6157756,Bách Hoá XXanh 175C Đường Số 8,supermarket,Unknown
7436469385,10.7808095,106.6785971,WinMart,supermarket,Unknown
7499892808,10.7559254,106.7083025,Chợ 200,supermarket,Unknown
7829883985,10.799293,106.6993939,Foodmart,supermarket,Unknown
8100983490,10.7459593,106.6830717,Bách Hoá Xanh,supermarket,Unknown
8114415510,10.8127404,106.7724843,Cửa Hàng Thú Cưng Haru,supermarket,Doanh Nghiệp
8826976565,10.8881488,106.6145888,Bách Hoá Hạnh Dương,supermarket,Unknown
8929032542,10.7684286,106.6645542,Của Hàng Tạp Hóa TA,supermarket,Unknown
9025190544,10.7957444,106.6271801,Cửa Hàng Cung Cấp Đồ Hoá Trang Hoa Chí Tín,supermarket,"Mặt nạ hóa trang Halloween, Khăn choàng cổ, Cây thông noel,..."
9325963947,10.8304431,106.6216245,Kho Hàng Hùng Hậu,supermarket,Unknown
9326078202,10.8303666,106.6215521,Tạp Hoá Chú 8,supermarket,Unknown
9584838632,10.7750213,106.6331973,Siêu Thị Auchan Lũy Bán Bích,supermarket,Unknown
9584841103,10.8182143,106.6308605,Co.op Mart Thắng Lợi,supermarket,Unknown
9584911957,10.7716235,106.6807503,Siêu Thị Aeon Citimart Cao Thắng,supermarket,Unknown
9585048349,10.7896958,106.6397916,Siêu thị GO! Âu Cơ,supermarket,Unknown
9585048351,10.7940316,106.6392661,Siêu thị Co.opmarrt SCA Âu Cơ,supermarket,Unknown
9585117677,10.7748338,106.6746916,Siêu Thị Co.opmart,supermarket,Unknown
9585186635,10.7544616,106.6339575,Co.op Mart,supermarket,Unknown
9585983486,10.8014176,106.7331065,Tops Market - Thảo Điền,supermarket,Unknown
9586952125,10.7564696,106.6781767,Coop Food - Chung cư Phan Văn Trị,supermarket,Unknown
9587171489,10.7651068,106.6015456,Siêu thị Co.opmart Bình Tân 2,supermarket,Unknown
9587252978,10.7405361,106.6173551,Siêu Thị 7Map,supermarket,Unknown
9587252979,10.805322,106.7520062,Trung Tâm Thương Mại,supermarket,Unknown
9587253814,10.7324976,106.7288103,Siêu thị Finelife Riviera Point,supermarket,Unknown
9587309943,10.8305867,106.7137412,Mazda Bình Triệu,supermarket,Unknown
9587566621,10.7443048,106.6552043,Siêu thị Co.opmart Tuy Lý Vương,supermarket,Unknown
9587618720,10.7793635,106.6312584,Big C,supermarket,Unknown
9587618744,10.8642107,106.73419,Coopmart Tam Bình,supermarket,Unknown
9593240662,10.8286526,106.6197414,Co.opmart,supermarket,Unknown
9593358301,10.7516211,106.7350294,Southern AEON Citimart Tân Thuận,supermarket,Unknown
9593386627,10.8891434,106.6066732,CoopMart Hóc Môn,supermarket,Unknown
9593386629,10.6738545,106.7359282,CoopMart Nguyễn Bình,supermarket,Unknown
9593797953,10.877816,106.6399416,CoopMart Hiệp Thành,supermarket,Unknown
9593946651,10.9589138,106.504235,Siêu Thị CoopMart Củ Chi,supermarket,Unknown
9593946652,10.8941645,106.5986145,Co.opmart Đỗ Văn Dậy,supermarket,Unknown
9605255261,10.7764837,106.6216044,Cửa hàng nội thất Auli Star,supermarket,CÔNG TY TNHH XÂY DỰNG TRANG TRÍ NỘI THẤT TRUNG VIỆT
9645043685,10.7891717,106.7186066,Annam Gourmet,supermarket,Unknown
9921298480,10.7680881,106.6845432,Grove Fresh,supermarket,Unknown
10164648581,10.8508817,106.7516363,thu mua kệ siêu thị cũ muskvn,supermarket,Unknown
10164648895,10.8515755,106.7508955,Unknown,supermarket,Unknown
10164777466,10.8509633,106.7515015,thumuagiuonggocumuskvn,supermarket,Unknown
10164939977,10.8510494,106.7514141,thumuagiuongtangmuskvn,supermarket,Unknown
10229741470,10.771174,106.6299894,USAMua - Mua Hàng Mỹ,supermarket,Unknown
10246071319,10.7850433,106.6309412,Phụ Kiện Bida Minh Điền,supermarket,MINH ĐIỀN BILLIARDS
10294185712,10.8444032,106.7626007,Tops,supermarket,Unknown
10539950899,10.7999158,106.6939909,Chợ Vạn Kiếp,supermarket,Unknown
10725532941,10.7778588,106.634719,USAMua - Mua Hàng Mỹ,supermarket,Unknown
10777134131,10.7900679,106.7111094,Cửa hàng Bách hóa Basao Grocery,supermarket,Bách hóa Basao
10801342656,10.7957801,106.6953508,Gạo Hồng Nhung,supermarket,Unknown
10807959905,10.7773144,106.7055429,Unknown,supermarket,Unknown
10879939105,10.7706211,106.6793367,Unknown,supermarket,Unknown
11001842969,10.7931686,106.6722756,Bách Hóa Xanh grocery store,supermarket,Unknown
11106925568,10.8329211,106.5636098,Cổng Nhôm Đúc Hoàng Gia | Lan Can - Cầu Thang - Hàng Rào Nhôm Đúc,supermarket,Cổng Nhôm Đúc Hoàng Gia
11124634717,10.7684748,106.6986624,116 Culture Luxury,supermarket,Unknown
11152431366,10.8451011,106.8387009,King Food Mart - S10.02 Vinhomes Grand Park,supermarket,Unknown
11164345794,10.8044555,106.7470369,Unknown,supermarket,Annam Gourmet
11328890468,10.8451775,106.8387249,HiepDoanShop,supermarket,Hiep Doan
11374778363,10.8651908,106.6644966,FamilyMart,supermarket,Unknown
11433411769,10.7656009,106.6947703,Unknown,supermarket,Unknown
11515855866,10.7532921,106.6747077,Cửa Hàng Vinh Phát,supermarket,Unknown
11527625171,10.8260415,106.689306,Lẩu cá kèo,supermarket,Unknown
11533727958,10.7782504,106.7020738,WinMart,supermarket,Unknown
11612841316,10.782216,106.7191754,Vive Gourmet Food & Wine - The River,supermarket,Unknown
11944303584,10.8654316,106.6644834,WinMart,supermarket,Unknown
12249396552,10.8460221,106.7103906,Phim cách nhiệt nhà kính NanoX,supermarket,dán kính cách nhiệt NanoX
12298428762,10.7769683,106.7551554,Annam Gourmet,supermarket,Unknown
12299044714,10.7804412,106.7350838,Nam An Market,supermarket,Unknown
12351174664,10.7781697,106.7471246,WinMart,supermarket,Unknown
12546141701,10.7680533,106.6984934,Mini stop,supermarket,Unknown
12558432021,10.79726,106.6182984,Chả cua Huế,supermarket,Chả cua Huế
12558433787,10.7972833,106.6184076,Shop Vinafood,supermarket,Vinafood.Shop
12563213356,10.7611331,106.6307838,Bách Hoá XANH,supermarket,Bách Hoá Xanh
12564990769,10.7631261,106.5995005,Túi Giấy Giá Rẻ,supermarket,Unknown
12622902601,10.7934,106.7067969,Bach hoa XANX,supermarket,Unknown
12633673701,10.7405627,106.678167,AEON Ta Quang Buu,supermarket,Unknown
12701585646,10.8053618,106.6977165,Điện thoại VT Mobile,supermarket,VT Mobile
12707715425,10.8591365,106.6179405,Bách hóa XANH.COM,supermarket,Unknown
