id,lat,lon,name,shop_type,thời gian mở cửa,địa chỉ
6315672391,10.7634408,106.6957358,,supermarket,,
6315686293,10.7617773,106.6960949,Familymart,supermarket,,
6315686295,10.7605084,106.6932442,,supermarket,,
6315686994,10.760632,106.6929757,,supermarket,,
6340130547,10.7608529,106.7012374,Phụ kiện trang trí sinh nhật Ellie Party,supermarket,Mo-Su 07:00-22:00,
6373422186,10.7543965,106.7093305,,supermarket,,
7499892808,10.7559254,106.7083025,Chợ 200,supermarket,,
6770361990,10.7581725,106.7066203,Co.op Food,supermarket,,
6783472668,10.7634465,106.7080325,Satra Foods,supermarket,,
9593358301,10.7516211,106.7350294,Southern AEON Citimart Tân Thuận,supermarket,,
2458141596,10.7708442,106.6529897,Siêu Thị Co.opMart - Phú Thọ,supermarket,,
8929032542,10.7684286,106.6645542,Của Hàng Tạp Hóa TA,supermarket,Mo-Su 09:00-22:00,
6315683489,10.7749538,106.6642437,,supermarket,,
2942880408,10.7782834,106.665341,Big C,supermarket,,
7062421085,10.7783046,106.6651431,,supermarket,,
4925670429,10.7863791,106.6646802,,supermarket,,
5366253638,10.7705491,106.6695387,Co.op Xtra,supermarket,,
10879939105,10.7706211,106.6793367,,supermarket,,
9585117677,10.7748338,106.6746916,Siêu Thị Co.opmart,supermarket,,
6315672862,10.7700652,106.6820527,,supermarket,,
9921298480,10.7680881,106.6845432,Grove Fresh,supermarket,,
3899274115,10.7666709,106.6877461,Siêu Thị C&C,supermarket,,
4583470690,10.7699236,106.6925181,,supermarket,,
5773200656,10.7655607,106.6924438,Siêu thị phượt,supermarket,Mo-Su 09:00-21:00,
6315388865,10.7661781,106.6879571,,supermarket,,
6315388868,10.764657,106.6875678,,supermarket,,
6315390447,10.7644991,106.6906971,,supermarket,,
6315395287,10.7658114,106.6907638,,supermarket,,
6315685294,10.7656939,106.6897877,,supermarket,,
6315686506,10.7699632,106.6923622,Circle K,supermarket,,
1597982717,10.7769187,106.6811112,Maximart,supermarket,,
6315676093,10.7732994,106.6849919,,supermarket,,
9584911957,10.7716235,106.6807503,Siêu Thị Aeon Citimart Cao Thắng,supermarket,,
6315390492,10.7817458,106.670304,,supermarket,,
7436469385,10.7808095,106.6785971,WinMart,supermarket,,
6315390485,10.7859857,106.6714069,,supermarket,,
2176765019,10.7864217,106.6755113,Co.op Mart,supermarket,,
6315684186,10.787936,106.6778758,,supermarket,,
6315685086,10.7893359,106.6782189,,supermarket,,
6315685985,10.7886612,106.6781504,,supermarket,,
5352258705,10.7867494,106.6795527,Co.op Food,supermarket,,
6315685096,10.7861978,106.6802251,,supermarket,,
6315686487,10.7864111,106.6801482,,supermarket,,
6370262588,10.7953551,106.6621933,Bách Hoá Xanh,supermarket,Mo-Su 06:30-21:30,
4918129153,10.7968933,106.6725047,,supermarket,,
6315687799,10.7925143,106.6671054,,supermarket,,
6315688492,10.7916367,106.6675247,,supermarket,,
11001842969,10.7931686,106.6722756,Bách Hóa Xanh grocery store,supermarket,Mo-Su 09:00-21:00,
6315672928,10.7916005,106.6761072,,supermarket,,
6315672931,10.7918196,106.6770997,,supermarket,,
6315673311,10.7914374,106.6764316,,supermarket,,
6315676105,10.7916278,106.6755438,,supermarket,,
6315679800,10.7923361,106.6779316,,supermarket,,
6315683513,10.7917984,106.6746883,,supermarket,,
4875562738,10.7991432,106.6695155,Siêu Thị Tiện Lợi Nam An,supermarket,,
6315687018,10.7982471,106.6674906,,supermarket,,
6315687806,10.7917974,106.6902381,,supermarket,,
7078025375,10.796771,106.6866507,BambooBebe Việt Nam,supermarket,Mo-Su 09:00-21:00,
7078048746,10.7967542,106.6866392,Công ty TNHH Gureumi,supermarket,Mo-Su 09:00-20:00,
4805126021,10.7692667,106.6933366,Trung Tâm Thương Mại Sense Market,supermarket,Mo-Su 10:00-22:30,
6054062365,10.767144,106.6948322,,supermarket,,
6284329388,10.7695785,106.6970016,,supermarket,,
6315388826,10.766391,106.6962326,,supermarket,,
6315388828,10.7658092,106.6965487,,supermarket,,
6315672795,10.7686806,106.6967533,,supermarket,,
6315672886,10.7680302,106.698549,,supermarket,,
6315673300,10.7686252,106.6989439,,supermarket,,
6315686999,10.7675893,106.6947722,,supermarket,,
6319103178,10.7645863,106.6967021,,supermarket,,
6319111397,10.7645562,106.6972327,,supermarket,,
11124634717,10.7684748,106.6986624,116 Culture Luxury,supermarket,Mo-Su 09:00-22:00,
11433411769,10.7656009,106.6947703,,supermarket,,
12546141701,10.7680533,106.6984934,Mini stop,supermarket,,
947763519,10.7652697,106.7028692,Focomart,supermarket,,
6315685295,10.7706222,106.7036914,,supermarket,,
6318163392,10.7676268,106.7001231,,supermarket,,
6319103228,10.7687743,106.6992892,,supermarket,,
3928108846,10.7736896,106.6975615,Street Food Market,supermarket,,
5559637423,10.7722701,106.6961872,,supermarket,,
6318125514,10.7724614,106.6950674,,supermarket,,
6353660885,10.7723341,106.6963242,,supermarket,,
6442018087,10.7715103,106.6929293,,supermarket,,
1770597640,10.7737618,106.704673,,supermarket,,
2141010789,10.7767779,106.7050958,Siêu Thị Online Annam Gourmet,supermarket,,
4875563424,10.7717991,106.7041195,Thi's Market,supermarket,,
5743013321,10.7742791,106.6997921,,supermarket,,
6157860892,10.7731189,106.7007584,Thực Phẩm Hữu Cơ An Toàn - Nam An,supermarket,,
10807959905,10.7773144,106.7055429,,supermarket,,
6315687817,10.7830575,106.6942504,,supermarket,,
6315672844,10.782461,106.7022284,,supermarket,,
11533727958,10.7782504,106.7020738,WinMart,supermarket,,
4131363694,10.7858096,106.6944333,Trung Tâm Mua Sắm Sài Gòn Square 3,supermarket,,
6315388859,10.7849873,106.6957305,,supermarket,,
6315672483,10.7852278,106.6988881,,supermarket,,
2948812333,10.784261,106.69973,Citimart,supermarket,,
6315672466,10.7856676,106.7023728,,supermarket,,
10777134131,10.7900679,106.7111094,Cửa hàng Bách hóa Basao Grocery,supermarket,Mo-Su 07:00-22:00,
9645043685,10.7891717,106.7186066,Annam Gourmet,supermarket,,
11612841316,10.782216,106.7191754,Vive Gourmet Food & Wine - The River,supermarket,,
12299044714,10.7804412,106.7350838,Nam An Market,supermarket,,
6315390293,10.792129,106.6930053,,supermarket,,
10801342656,10.7957801,106.6953508,Gạo Hồng Nhung,supermarket,Mo-Su 08:00-20:00,
10539950899,10.7999158,106.6939909,Chợ Vạn Kiếp,supermarket,,
1001114491,10.8036214,106.7012353,Focomart,supermarket,,
7829883985,10.799293,106.6993939,Foodmart,supermarket,,
5950622190,10.7910586,106.7108159,,supermarket,,
12622902601,10.7934,106.7067969,Bach hoa XANX,supermarket,,
6965164241,10.7938895,106.7124906,Siêu Thị Vive Gourmet Food & Wine,supermarket,Mo-Su 08:00-21:00,
1001114473,10.806477,106.6949172,Cửa Hàng Tiện Lợi Shop&Go!,supermarket,,
6315688599,10.8094585,106.6950542,,supermarket,,
12701585646,10.8053618,106.6977165,Điện thoại VT Mobile,supermarket,Mo-Su 09:00-21:00,
1635104039,10.816301,106.6981233,Siêu Thị Bình Hòa,supermarket,,
6315688299,10.8160349,106.6978509,,supermarket,,
6315690599,10.8134216,106.697065,,supermarket,,
6315691886,10.8130798,106.6967927,,supermarket,,
7016156265,10.810612,106.7031555,Co.op Mart - Chu Văn An,supermarket,,
3631210571,10.8119362,106.7119424,Co.op Mart,supermarket,07:00-22:00,
6220665412,10.7948324,106.7217122,,supermarket,,
6794354485,10.7946042,106.7215659,WinMart,supermarket,,
5688482069,10.8018528,106.7216474,WinMart,supermarket,24/7,
9585983486,10.8014176,106.7331065,Tops Market - Thảo Điền,supermarket,Mo-Su 07:30-22:00,
4682668010,10.7993153,106.7385877,,supermarket,,
2623151855,10.8050261,106.7362642,Siêu Thị Online Annam Gourmet,supermarket,,
11106925568,10.8329211,106.5636098,Cổng Nhôm Đúc Hoàng Gia | Lan Can - Cầu Thang - Hàng Rào Nhôm Đúc,supermarket,Mo-Su 07:30-22:00,
9593240662,10.8286526,106.6197414,Co.opmart,supermarket,Mo-Su 08:00-22:00,
4555505691,10.8176424,106.6311526,Co.op Mart Trường Chinh,supermarket,,
9584841103,10.8182143,106.6308605,Co.op Mart Thắng Lợi,supermarket,,
4875563426,10.8252692,106.6303666,Siêu Thị Tiện Lợi Citi Mart,supermarket,,
9325963947,10.8304431,106.6216245,Kho Hàng Hùng Hậu,supermarket,24/7,
9326078202,10.8303666,106.6215521,Tạp Hoá Chú 8,supermarket,,
12707715425,10.8591365,106.6179405,Bách hóa XANH.COM,supermarket,06:30-21:30,
6319111475,10.8892077,106.5837367,,supermarket,,
9593946652,10.8941645,106.5986145,Co.opmart Đỗ Văn Dậy,supermarket,,
9593386627,10.8891434,106.6066732,CoopMart Hóc Môn,supermarket,,
9593797953,10.877816,106.6399416,CoopMart Hiệp Thành,supermarket,,
8826976565,10.8881488,106.6145888,Bách Hoá Hạnh Dương,supermarket,24/7,
2593670953,10.8419863,106.6436933,Co-opmart Liên Hiệp TP.HCM,supermarket,,
2341617019,10.8295261,106.6820675,Co.opmart Phan Văn Trị,supermarket,,
11527625171,10.8260415,106.689306,Lẩu cá kèo,supermarket,,
7211180988,10.8346792,106.6676863,WinMart,supermarket,,
11374778363,10.8651908,106.6644966,FamilyMart,supermarket,24/7,
11944303584,10.8654316,106.6644834,WinMart,supermarket,,
6315390290,10.8193566,106.6990298,,supermarket,,
6315390422,10.8189017,106.6989915,,supermarket,,
6315390289,10.8189146,106.7008446,,supermarket,,
1641500874,10.8224451,106.7071706,Siêu Thị Mini Bình Minh,supermarket,,
4952150921,10.8220612,106.7182069,"Khu vui chơi, mua sắm Zakka",supermarket,,
9587309943,10.8305867,106.7137412,Mazda Bình Triệu,supermarket,,
5182537727,10.8257516,106.719974,Chung cư Mỹ Kim,supermarket,,
12249396552,10.8460221,106.7103906,Phim cách nhiệt nhà kính NanoX,supermarket,Mo-Fr 09:00-17:00,
4875562333,10.8443245,106.7410142,Zakka Thủ Đức,supermarket,,
9587618744,10.8642107,106.73419,Coopmart Tam Bình,supermarket,,
12298428762,10.7769683,106.7551554,Annam Gourmet,supermarket,,
12351174664,10.7781697,106.7471246,WinMart,supermarket,,
6239863088,10.7718057,106.7714773,WinMart,supermarket,,
2623036409,10.8014349,106.7468623,Big C,supermarket,,
4875563425,10.7993794,106.7506496,Cửa Hàng My Market Imperia,supermarket,,
6807433844,10.8014325,106.7479914,Siêu Thị Online Annam Gourmet,supermarket,,
11164345794,10.8044555,106.7470369,,supermarket,,
9587252979,10.805322,106.7520062,Trung Tâm Thương Mại,supermarket,,
8114415510,10.8127404,106.7724843,Cửa Hàng Thú Cưng Haru,supermarket,Mo-Su 09:00-21:00,
10164648895,10.8515755,106.7508955,,supermarket,Mo-Su 09:00-21:00,
10164777466,10.8509633,106.7515015,thumuagiuonggocumuskvn,supermarket,Mo-Sa 08:00-18:00,
10164939977,10.8510494,106.7514141,thumuagiuongtangmuskvn,supermarket,Mo-Fr 09:00-17:00,
10164648581,10.8508817,106.7516363,thu mua kệ siêu thị cũ muskvn,supermarket,Mo-Fr 09:00-18:00,
10294185712,10.8444032,106.7626007,Tops,supermarket,,
4125804797,10.8448244,106.7802879,Vincom Lê Văn Việt,supermarket,,
4236992790,10.845618,106.779132,Vincom Lê Văn Việt,supermarket,Mo-Su 10:00-22:00,
4269770701,10.8450364,106.780152,Nhà sách Fahasha,supermarket,,
4960265821,10.849712,106.78289,Siêu thị Co.op Xtra Linh Xuân,supermarket,,
11152431366,10.8451011,106.8387009,King Food Mart - S10.02 Vinhomes Grand Park,supermarket,Mo-Su 09:00-21:00,
11328890468,10.8451775,106.8387249,HiepDoanShop,supermarket,Mo-Su 09:00-21:00,
